xmin	xmax	key	clickSelects	showSelected1	showSelected2	PANEL	group
0.426943402737379	0.42763907276094	1 0.427291237749159	X1<0.427291	0	1	1	181
0.42763907276094	0.437488002004102	1 0.432563537382521	X1<0.432564	0	1	1	182
0.437488002004102	0.440031654201448	1 0.438759828102775	X1<0.438760	0	1	1	184
0.440031654201448	0.443673961563036	1 0.441852807882242	X1<0.441853	0	1	1	185
0.443673961563036	0.444809229113162	1 0.444241595338099	X1<0.444242	0	1	1	186
0.444809229113162	0.453377000289038	1 0.4490931147011	X1<0.449093	0	1	1	188
0.453377000289038	0.461501105222851	1 0.457439052755944	X1<0.457439	0	1	1	190
0.461501105222851	0.463808179134503	1 0.462654642178677	X1<0.462655	0	1	1	192
0.463808179134503	0.468018515501171	1 0.465913347317837	X1<0.465913	0	1	1	193
0.468018515501171	0.478578082984313	1 0.473298299242742	X1<0.473298	0	1	1	195
0.478578082984313	0.488773231394589	1 0.483675657189451	X1<0.483676	0	1	1	199
0.488773231394589	0.501969880890101	1 0.495371556142345	X1<0.495372	0	1	1	202
0.501969880890101	0.503050235565752	1 0.502510058227926	X1<0.502510	0	1	1	205
0.503050235565752	0.514281762996689	1 0.50866599928122	X1<0.508666	0	1	1	207
0.514281762996689	0.533543303376064	1 0.523912533186376	X1<0.523913	0	1	1	211
0.533543303376064	0.538869451731443	1 0.536206377553754	X1<0.536206	0	1	1	215
0.538869451731443	0.544004307826981	1 0.541436879779212	X1<0.541437	0	1	1	218
0.544004307826981	0.54998374171555	1 0.546994024771266	X1<0.546994	0	1	1	219
0.54998374171555	0.55267406697385	1 0.5513289043447	X1<0.551329	0	1	1	221
0.55267406697385	0.560387630248442	1 0.556530848611146	X1<0.556531	0	1	1	222
0.560387630248442	0.562836518744007	1 0.561612074496225	X1<0.561612	0	1	1	223
0.562836518744007	0.569002080941573	1 0.56591929984279	X1<0.565919	0	1	1	225
0.569002080941573	0.57174574653618	1 0.570373913738877	X1<0.570374	0	1	1	226
0.57174574653618	0.57268500351347	1 0.572215375024825	X1<0.572215	0	1	1	227
0.57268500351347	0.573326334822923	1 0.573005669168197	X1<0.573006	0	1	1	229
0.573326334822923	0.574376940494403	1 0.573851637658663	X1<0.573852	0	1	1	230
0.574376940494403	0.595916896825656	1 0.58514691866003	X1<0.585147	0	1	1	232
0.595916896825656	0.613952909596264	1 0.60493490321096	X1<0.604935	0	1	1	235
0.613952909596264	0.625121729681268	1 0.619537319638766	X1<0.619537	0	1	1	239
0.625121729681268	0.627196286572143	1 0.626159008126706	X1<0.626159	0	1	1	240
0.627196286572143	0.629469827050343	1 0.628333056811243	X1<0.628333	0	1	1	242
0.629469827050343	0.650508983526379	1 0.639989405288361	X1<0.639989	0	1	1	245
0.650508983526379	0.651054438902065	1 0.650781711214222	X1<0.650782	0	1	1	249
0.651054438902065	0.661898758495227	1 0.656476598698646	X1<0.656477	0	1	1	252
0.661898758495227	0.665608417475596	1 0.663753587985411	X1<0.663754	0	1	1	254
0.665608417475596	0.667225647717714	1 0.666417032596655	X1<0.666417	0	1	1	256
0.667225647717714	0.668163536582142	1 0.667694592149928	X1<0.667695	0	1	1	257
0.668163536582142	0.671998928301036	1 0.670081232441589	X1<0.670081	0	1	1	258
0.671998928301036	0.683403422823176	1 0.677701175562106	X1<0.677701	0	1	1	263
0.683403422823176	0.693654086906463	1 0.688528754864819	X1<0.688529	0	1	1	267
0.693654086906463	0.702374035958201	1 0.698014061432332	X1<0.698014	0	1	1	271
0.702374035958201	0.710185730131343	1 0.706279883044772	X1<0.706280	0	1	1	274
0.710185730131343	0.730200940044597	1 0.72019333508797	X1<0.720193	0	1	1	277
0.730200940044597	0.733191433362663	1 0.73169618670363	X1<0.731696	0	1	1	279
0.733191433362663	0.736311374930665	1 0.734751404146664	X1<0.734751	0	1	1	280
0.736311374930665	0.748599962564185	1 0.742455668747425	X1<0.742456	0	1	1	282
0.748599962564185	0.755462416447699	1 0.752031189505942	X1<0.752031	0	1	1	285
0.755462416447699	0.757211570162326	1 0.756336993305013	X1<0.756337	0	1	1	288
0.757211570162326	0.758382907602936	1 0.757797238882631	X1<0.757797	0	1	1	290
0.758382907602936	0.760513313114643	1 0.75944811035879	X1<0.759448	0	1	1	291
0.760513313114643	0.770027856575325	1 0.765270584844984	X1<0.765271	0	1	1	293
0.770027856575325	0.779880527406931	1 0.774954191991128	X1<0.774954	0	1	1	296
0.779880527406931	0.780252998694778	1 0.780066763050854	X1<0.780067	0	1	1	298
0.780252998694778	0.785878912778571	1 0.783065955736674	X1<0.783066	0	1	1	300
0.785878912778571	0.794285444775596	1 0.790082178777084	X1<0.790082	0	1	1	302
0.794285444775596	0.794863823568448	1 0.794574634172022	X1<0.794575	0	1	1	303
0.794863823568448	0.810192144475877	1 0.802527984022163	X1<0.802528	0	1	1	305
0.810192144475877	0.810397262685001	1 0.810294703580439	X1<0.810295	0	1	1	308
0.810397262685001	0.811859695473686	1 0.811128479079343	X1<0.811128	0	1	1	309
0.811859695473686	0.813695673830807	1 0.812777684652247	X1<0.812778	0	1	1	311
0.813695673830807	0.817796719493344	1 0.815746196662076	X1<0.815746	0	1	1	312
0.817796719493344	0.825328013394028	1 0.821562366443686	X1<0.821562	0	1	1	314
0.825328013394028	0.828922125510871	1 0.82712506945245	X1<0.827125	0	1	1	316
0.828922125510871	0.833448815625161	1 0.831185470568016	X1<0.831185	0	1	1	318
0.833448815625161	0.836889176862314	1 0.835168996243738	X1<0.835169	0	1	1	320
0.836889176862314	0.837111808825284	1 0.837000492843799	X1<0.837000	0	1	1	321
0.837111808825284	0.84037117776461	1 0.838741493294947	X1<0.838741	0	1	1	323
0.84037117776461	0.844429003074765	1 0.842400090419687	X1<0.842400	0	1	1	324
0.844429003074765	0.853548452956602	1 0.848988728015684	X1<0.848989	0	1	1	326
0.853548452956602	0.853720766957849	1 0.853634609957226	X1<0.853635	0	1	1	329
0.853720766957849	0.856525000883266	1 0.855122883920558	X1<0.855123	0	1	1	330
0.856525000883266	0.859073117841035	1 0.857799059362151	X1<0.857799	0	1	1	332
0.859073117841035	0.867844662396237	1 0.863458890118636	X1<0.863459	0	1	1	336
0.867844662396237	0.868861036840826	1 0.868352849618532	X1<0.868353	0	1	1	338
0.868861036840826	0.872696340316907	1 0.870778688578866	X1<0.870779	0	1	1	339
0.872696340316907	0.885737232398242	1 0.879216786357574	X1<0.879217	0	1	1	343
0.885737232398242	0.886984157143161	1 0.886360694770701	X1<0.886361	0	1	1	347
0.886984157143161	0.895147221162915	1 0.891065689153038	X1<0.891066	0	1	1	349
0.895147221162915	0.898971946211532	1 0.897059583687223	X1<0.897060	0	1	1	352
0.898971946211532	0.903800030937418	1 0.901385988574475	X1<0.901386	0	1	1	353
0.903800030937418	0.919276255881414	1 0.911538143409416	X1<0.911538	0	1	1	355
0.919276255881414	0.929720221785828	1 0.924498238833621	X1<0.924498	0	1	1	359
0.929720221785828	0.943474958650768	1 0.936597590218298	X1<0.936598	0	1	1	361
0.943474958650768	0.943839338840917	1 0.943657148745842	X1<0.943657	0	1	1	362
0.943839338840917	0.944041808135808	1 0.943940573488362	X1<0.943941	0	1	1	363
0.944041808135808	0.945244047325104	1 0.944642927730456	X1<0.944643	0	1	1	364
0.945244047325104	0.945268080569804	1 0.945256063947454	X1<0.945256	0	1	1	366
0.945268080569804	0.952700236812234	1 0.948984158691019	X1<0.948984	0	1	1	367
0.952700236812234	0.953633589204401	1 0.953166913008317	X1<0.953167	0	1	1	368
0.953633589204401	0.962644048267975	1 0.958138818736188	X1<0.958139	0	1	1	370
0.962644048267975	0.963759744539857	1 0.963201896403916	X1<0.963202	0	1	1	371
0.963759744539857	0.965781801613048	1 0.964770773076452	X1<0.964771	0	1	1	373
0.965781801613048	0.971515428507701	1 0.968648615060374	X1<0.968649	0	1	1	374
0.971515428507701	0.974687897600234	1 0.973101663053967	X1<0.973102	0	1	1	376
0.974687897600234	0.97496451321058	1 0.974826205405407	X1<0.974826	0	1	1	377
0.97496451321058	0.975481075001881	1 0.97522279410623	X1<0.975223	0	1	1	379
0.975481075001881	0.976398489437997	1 0.975939782219939	X1<0.975940	0	1	1	380
0.976398489437997	0.976755184587091	1 0.976576837012544	X1<0.976577	0	1	1	381
0.0228124498389661	0.024656337685883	2 0.0237343937624246	X1<0.023734	1	2	1	517
0.024656337685883	0.0250503565184772	2 0.0248533471021801	X1<0.024853	1	2	1	518
0.0250503565184772	0.0368684707209468	2 0.030959413619712	X1<0.030959	1	2	1	520
0.0368684707209468	0.0421755260322243	2 0.0395219983765855	X1<0.039522	1	2	1	522
0.0421755260322243	0.0449652001261711	2 0.0435703630791977	X1<0.043570	1	2	1	524
0.0449652001261711	0.0651816572062671	2 0.0550734286662191	X1<0.055073	1	2	1	529
0.0651816572062671	0.0659355104435235	2 0.0655585838248953	X1<0.065559	1	2	1	531
0.0659355104435235	0.0749794247094542	2 0.0704574675764889	X1<0.070457	1	2	1	532
0.0749794247094542	0.0776955692563206	2 0.0763374969828874	X1<0.076337	1	2	1	534
0.0776955692563206	0.0792641821317375	2 0.078479875694029	X1<0.078480	1	2	1	536
0.0792641821317375	0.0849897842854261	2 0.0821269832085818	X1<0.082127	1	2	1	538
0.0849897842854261	0.0871593176852912	2 0.0860745509853587	X1<0.086075	1	2	1	540
0.0871593176852912	0.0930251874960959	2 0.0900922525906935	X1<0.090092	1	2	1	542
0.0930251874960959	0.101073444122449	2 0.0970493158092722	X1<0.097049	1	2	1	544
0.101073444122449	0.105083768488839	2 0.103078606305644	X1<0.103079	1	2	1	545
0.105083768488839	0.1105548995547	2 0.107819334021769	X1<0.107819	1	2	1	547
0.1105548995547	0.115084075368941	2 0.11281948746182	X1<0.112819	1	2	1	549
0.115084075368941	0.11530912690796	2 0.11519660113845	X1<0.115197	1	2	1	550
0.11530912690796	0.11828445433639	2 0.116796790622175	X1<0.116797	1	2	1	551
0.11828445433639	0.128676982596517	2 0.123480718466453	X1<0.123481	1	2	1	553
0.128676982596517	0.129158976720646	2 0.128917979658581	X1<0.128918	1	2	1	554
0.129158976720646	0.1306202406995	2 0.129889608710073	X1<0.129890	1	2	1	555
0.1306202406995	0.132372003281489	2 0.131496121990494	X1<0.131496	1	2	1	556
0.132372003281489	0.138744306750596	2 0.135558155016042	X1<0.135558	1	2	1	558
0.138744306750596	0.1474177793134	2 0.143081043031998	X1<0.143081	1	2	1	559
0.1474177793134	0.149246862856671	2 0.148332321085036	X1<0.148332	1	2	1	561
0.149246862856671	0.150469752028584	2 0.149858307442628	X1<0.149858	1	2	1	562
0.150469752028584	0.150501440744847	2 0.150485596386716	X1<0.150486	1	2	1	564
0.150501440744847	0.163200871786103	2 0.156851156265475	X1<0.156851	1	2	1	566
0.163200871786103	0.164642242016271	2 0.163921556901187	X1<0.163922	1	2	1	569
0.164642242016271	0.164833495859057	2 0.164737868937664	X1<0.164738	1	2	1	570
0.164833495859057	0.168051920365542	2 0.166442708112299	X1<0.166443	1	2	1	571
0.168051920365542	0.172242468455806	2 0.170147194410674	X1<0.170147	1	2	1	572
0.172242468455806	0.178135111229494	2 0.17518878984265	X1<0.175189	1	2	1	574
0.178135111229494	0.178453260334209	2 0.178294185781851	X1<0.178294	1	2	1	575
0.178453260334209	0.180820100707933	2 0.179636680521071	X1<0.179637	1	2	1	576
0.180820100707933	0.182174213463441	2 0.181497157085687	X1<0.181497	1	2	1	578
0.182174213463441	0.183373228181154	2 0.182773720822297	X1<0.182774	1	2	1	579
0.183373228181154	0.184673463227227	2 0.18402334570419	X1<0.184023	1	2	1	580
0.184673463227227	0.18488225992769	2 0.184777861577459	X1<0.184778	1	2	1	581
0.18488225992769	0.185263509862125	2 0.185072884894907	X1<0.185073	1	2	1	582
0.185263509862125	0.19677682663314	2 0.191020168247633	X1<0.191020	1	2	1	584
0.19677682663314	0.199721848359332	2 0.198249337496236	X1<0.198249	1	2	1	587
0.199721848359332	0.199976529926062	2 0.199849189142697	X1<0.199849	1	2	1	588
0.199976529926062	0.200934729538858	2 0.20045562973246	X1<0.200456	1	2	1	589
0.200934729538858	0.201554203871638	2 0.201244466705248	X1<0.201244	1	2	1	590
0.201554203871638	0.206109444377944	2 0.203831824124791	X1<0.203832	1	2	1	592
0.206109444377944	0.218675193376839	2 0.212392318877392	X1<0.212392	1	2	1	595
0.218675193376839	0.225825461093336	2 0.222250327235088	X1<0.222250	1	2	1	600
0.225825461093336	0.23889475944452	2 0.232360110268928	X1<0.232360	1	2	1	603
0.23889475944452	0.240982897812501	2 0.23993882862851	X1<0.239939	1	2	1	605
0.240982897812501	0.245290916413069	2 0.243136907112785	X1<0.243137	1	2	1	607
0.245290916413069	0.25675134267658	2 0.251021129544824	X1<0.251021	1	2	1	609
0.25675134267658	0.260300035355613	2 0.258525689016096	X1<0.258526	1	2	1	614
0.260300035355613	0.273866681847721	2 0.267083358601667	X1<0.267083	1	2	1	615
0.273866681847721	0.27540119853802	2 0.274633940192871	X1<0.274634	1	2	1	617
0.27540119853802	0.275701026665047	2 0.275551112601534	X1<0.275551	1	2	1	618
0.275701026665047	0.284158946480602	2 0.279929986572824	X1<0.279930	1	2	1	619
0.284158946480602	0.284870574250817	2 0.28451476036571	X1<0.284515	1	2	1	620
0.284870574250817	0.285434210672975	2 0.285152392461896	X1<0.285152	1	2	1	621
0.285434210672975	0.286973854992539	2 0.286204032832757	X1<0.286204	1	2	1	622
0.286973854992539	0.288059732178226	2 0.287516793585382	X1<0.287517	1	2	1	624
0.288059732178226	0.291410150937736	2 0.289734941557981	X1<0.289735	1	2	1	625
0.291410150937736	0.292064977344126	2 0.291737564140931	X1<0.291738	1	2	1	626
0.292064977344126	0.296887998003513	2 0.294476487673819	X1<0.294476	1	2	1	627
0.296887998003513	0.297010735142976	2 0.296949366573244	X1<0.296949	1	2	1	628
0.297010735142976	0.300100281601772	2 0.298555508372374	X1<0.298556	1	2	1	630
0.300100281601772	0.305103095248342	2 0.302601688425057	X1<0.302602	1	2	1	631
0.305103095248342	0.310381097486243	2 0.307742096367292	X1<0.307742	1	2	1	632
0.310381097486243	0.311657001264393	2 0.311019049375318	X1<0.311019	1	2	1	634
0.311657001264393	0.315865243552253	2 0.313761122408323	X1<0.313761	1	2	1	635
0.315865243552253	0.323722436791286	2 0.319793840171769	X1<0.319794	1	2	1	636
0.323722436791286	0.335945603903383	2 0.329834020347334	X1<0.329834	1	2	1	638
0.335945603903383	0.340068240184337	2 0.33800692204386	X1<0.338007	1	2	1	639
0.340068240184337	0.34727224893868	2 0.343670244561508	X1<0.343670	1	2	1	640
0.34727224893868	0.349088410614058	2 0.348180329776369	X1<0.348180	1	2	1	641
0.349088410614058	0.349396759876981	2 0.34924258524552	X1<0.349243	1	2	1	643
0.349396759876981	0.350642574951053	2 0.350019667414017	X1<0.350020	1	2	1	644
0.350642574951053	0.357062590075657	2 0.353852582513355	X1<0.353853	1	2	1	645
0.357062590075657	0.360762583091855	2 0.358912586583756	X1<0.358913	1	2	1	647
0.360762583091855	0.373358564451337	2 0.367060573771596	X1<0.367061	1	2	1	649
0.373358564451337	0.379998879274353	2 0.376678721862845	X1<0.376679	1	2	1	650
0.379998879274353	0.387549542589113	2 0.383774210931733	X1<0.383774	1	2	1	652
0.387549542589113	0.387944190762937	2 0.387746866676025	X1<0.387747	1	2	1	653
0.387944190762937	0.388144757598639	2 0.388044474180788	X1<0.388044	1	2	1	654
0.388144757598639	0.394047617446631	2 0.391096187522635	X1<0.391096	1	2	1	655
0.394047617446631	0.397016411880031	2 0.395532014663331	X1<0.395532	1	2	1	657
0.397016411880031	0.399517551530153	2 0.398266981705092	X1<0.398267	1	2	1	658
0.399517551530153	0.401101037859917	2 0.400309294695035	X1<0.400309	1	2	1	659
0.401101037859917	0.402642735978588	2 0.401871886919253	X1<0.401872	1	2	1	660
0.402642735978588	0.405282181221992	2 0.40396245860029	X1<0.403962	1	2	1	661
0.405282181221992	0.406686355127022	2 0.405984268174507	X1<0.405984	1	2	1	663
0.406686355127022	0.426943402737379	2 0.4168148789322	X1<0.416815	1	2	1	664
0.426943402737379	0.42763907276094	2 0.427291237749159	X1<0.427291	1	2	1	665
0.42763907276094	0.437488002004102	2 0.432563537382521	X1<0.432564	1	2	1	667
0.437488002004102	0.440031654201448	2 0.438759828102775	X1<0.438760	1	2	1	668
0.440031654201448	0.443673961563036	2 0.441852807882242	X1<0.441853	1	2	1	669
0.443673961563036	0.444809229113162	2 0.444241595338099	X1<0.444242	1	2	1	670
0.444809229113162	0.453377000289038	2 0.4490931147011	X1<0.449093	1	2	1	671
0.453377000289038	0.461501105222851	2 0.457439052755944	X1<0.457439	1	2	1	673
0.461501105222851	0.463808179134503	2 0.462654642178677	X1<0.462655	1	2	1	675
0.463808179134503	0.468018515501171	2 0.465913347317837	X1<0.465913	1	2	1	676
0.468018515501171	0.478578082984313	2 0.473298299242742	X1<0.473298	1	2	1	677
0.478578082984313	0.488773231394589	2 0.483675657189451	X1<0.483676	1	2	1	681
0.488773231394589	0.501969880890101	2 0.495371556142345	X1<0.495372	1	2	1	684
0.501969880890101	0.503050235565752	2 0.502510058227926	X1<0.502510	1	2	1	686
0.503050235565752	0.514281762996689	2 0.50866599928122	X1<0.508666	1	2	1	688
0.514281762996689	0.533543303376064	2 0.523912533186376	X1<0.523913	1	2	1	692
0.533543303376064	0.538869451731443	2 0.536206377553754	X1<0.536206	1	2	1	694
0.538869451731443	0.544004307826981	2 0.541436879779212	X1<0.541437	1	2	1	695
0.544004307826981	0.54998374171555	2 0.546994024771266	X1<0.546994	1	2	1	697
0.54998374171555	0.55267406697385	2 0.5513289043447	X1<0.551329	1	2	1	698
0.55267406697385	0.560387630248442	2 0.556530848611146	X1<0.556531	1	2	1	699
0.560387630248442	0.562836518744007	2 0.561612074496225	X1<0.561612	1	2	1	700
0.562836518744007	0.569002080941573	2 0.56591929984279	X1<0.565919	1	2	1	702
0.569002080941573	0.57174574653618	2 0.570373913738877	X1<0.570374	1	2	1	703
0.57174574653618	0.57268500351347	2 0.572215375024825	X1<0.572215	1	2	1	704
0.57268500351347	0.573326334822923	2 0.573005669168197	X1<0.573006	1	2	1	705
0.573326334822923	0.574376940494403	2 0.573851637658663	X1<0.573852	1	2	1	706
0.574376940494403	0.595916896825656	2 0.58514691866003	X1<0.585147	1	2	1	708
0.595916896825656	0.613952909596264	2 0.60493490321096	X1<0.604935	1	2	1	711
0.613952909596264	0.625121729681268	2 0.619537319638766	X1<0.619537	1	2	1	713
0.625121729681268	0.627196286572143	2 0.626159008126706	X1<0.626159	1	2	1	714
0.627196286572143	0.629469827050343	2 0.628333056811243	X1<0.628333	1	2	1	716
0.629469827050343	0.650508983526379	2 0.639989405288361	X1<0.639989	1	2	1	718
0.650508983526379	0.651054438902065	2 0.650781711214222	X1<0.650782	1	2	1	720
0.651054438902065	0.661898758495227	2 0.656476598698646	X1<0.656477	1	2	1	722
0.661898758495227	0.665608417475596	2 0.663753587985411	X1<0.663754	1	2	1	724
0.733191433362663	0.736311374930665	3 0.734751404146664	X1<0.734751	1	3	1	907
0.736311374930665	0.748599962564185	3 0.742455668747425	X1<0.742456	1	3	1	908
0.748599962564185	0.755462416447699	3 0.752031189505942	X1<0.752031	1	3	1	910
0.755462416447699	0.757211570162326	3 0.756336993305013	X1<0.756337	1	3	1	911
0.757211570162326	0.758382907602936	3 0.757797238882631	X1<0.757797	1	3	1	912
0.758382907602936	0.760513313114643	3 0.75944811035879	X1<0.759448	1	3	1	913
0.760513313114643	0.770027856575325	3 0.765270584844984	X1<0.765271	1	3	1	915
0.770027856575325	0.779880527406931	3 0.774954191991128	X1<0.774954	1	3	1	916
0.779880527406931	0.780252998694778	3 0.780066763050854	X1<0.780067	1	3	1	917
0.780252998694778	0.785878912778571	3 0.783065955736674	X1<0.783066	1	3	1	918
